,ID,Timestamp,Age,Primary streaming service,Primary streaming service Indicator,Hours per day,While working,While working Indicator,Instrumentalist,Instrumentalist Indicator,Composer,Composer Indicator,Fav genre,Fav genre Indicator,Exploratory,Exploratory Indicator,Foreign languages,Foreign languages Indicator,BPM,Frequency [Classical],Classical F Indicator,Frequency [Country],Country F Indicator,Frequency [EDM],EDM F Indicator,Frequency [Folk],Folk F Indicator,Frequency [Gospel],Gospel F Indicator,Frequency [Hip hop],Hip hop F Indicator,Frequency [Jazz],Jazz F Indicator,Frequency [K pop],K pop F Indicator,Frequency [Latin],Latin F Indicator,Frequency [Lofi],Lofi F Indicator,Frequency [Metal],Metal F Indicator,Frequency [Pop],Pop F Indicator,Frequency [R&B],R&B F Indicator,Frequency [Rap],Rap F Indicator,Frequency [Rock],Rock F Indicator,Frequency [Video game music],Video game music F Indicator,Anxiety,Depression,Insomnia,OCD,Music effects,Music Effects Number,Permissions,spec_cluster_habits,spec_cluster_mental,spec_cluster_all,prim_habits_cluster,prim_mental_cluster,prim_all_cluster,gmm_cluster_habits,gmm_cluster_mental,gmm_cluster_all,fcm_habits,fcm_mental,fcm_all,kmeans_habits,kmeans_mental,kmeans_all,spec_kmodes_habits,spec_kmodes_genre,spec_kmodes_all,SVD_habits,SVD_mental,SVD_all,PCA_habits,PCA_mental,PCA_all,ICA_habits,ICA_mental,ICA_all,MDS_habits,MDS_mental,MDS_all
374,457,09/01/2022 14:57,49.0,Spotify,2,1.0,No,0.0,No,0.0,No,0.0,Pop,10,Yes,1,No,0.0,128.0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Rarely,1,Never,0,Never,0,Very frequently,3,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,Never,0,4.0,5.0,9.0,1.0,Improve,1.0,I understand.,1,2,7,6,3,8,4,5,5,1,3,3,5,4,1,3,3,5,"(np.float64(-2.4577156663549147), np.float64(-0.18904799027243951))","(np.float64(0.22256216400128953), np.float64(-1.1038579353302043))","(np.float64(-0.35562268387817053), np.float64(1.9988296233103404))","(np.float64(-2.4577156663549147), np.float64(-0.18904799027242328))","(np.float64(0.22256216400128884), np.float64(-1.1038579353301947))","(np.float64(-0.35562268387817053), np.float64(1.9988296233103404))","(np.float64(-2.1295512196244024), np.float64(-0.3570982929148084))","(np.float64(0.8653705185681115), np.float64(-0.855085149886287))","(np.float64(-0.5955054554174896), np.float64(1.8887752178009447))","(np.float64(2.48377566076277), np.float64(1.8118541391924283))","(np.float64(-1.0432107998669704), np.float64(-1.6294710213690855))","(np.float64(2.0472684775760097), np.float64(2.046206475617139))"
375,500,09/01/2022 23:11,19.0,I do not use a streaming service.,6,7.0,Yes,1.0,No,0.0,No,0.0,Rock,2,No,0,No,0.0,128.0,Sometimes,2,Rarely,1,Never,0,Rarely,1,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Rarely,1,Never,0,Never,0,Never,0,Very frequently,3,Sometimes,2,7.0,7.0,0.0,0.0,Improve,1.0,I understand.,2,6,3,3,1,0,2,1,1,5,0,3,6,3,6,2,4,1,"(np.float64(1.2579073881295442), np.float64(0.2375210637868565))","(np.float64(-0.30833903911627086), np.float64(-0.6726603839017236))","(np.float64(0.02694234762092265), np.float64(-0.1890144595573456))","(np.float64(1.2579073881295453), np.float64(0.23752106378685317))","(np.float64(-0.308339039116271), np.float64(-0.6726603839017323))","(np.float64(0.02694234762092265), np.float64(-0.1890144595573456))","(np.float64(1.0789072482182682), np.float64(0.3226868213795919))","(np.float64(0.2797376207168742), np.float64(-0.7138982017938008))","(np.float64(0.06051874248275592), np.float64(-0.1766782587715923))","(np.float64(-1.1719949357448967), np.float64(-0.9379946967042018))","(np.float64(-0.12600187920046407), np.float64(-1.2905078858999353))","(np.float64(-0.8135366002197895), np.float64(-1.3865737226211168))"
376,638,09/12/2022 20:07,26.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,EDM,8,Yes,1,Yes,1.0,128.0,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Rarely,1,Rarely,1,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Never,0,2.0,2.0,0.0,3.0,No effect,0.0,I understand.,2,1,1,1,8,2,2,2,2,4,4,1,0,5,2,1,8,7,"(np.float64(-0.011875100689345825), np.float64(0.07703038315046018))","(np.float64(-1.7905510498274833), np.float64(0.8207029925226429))","(np.float64(-1.811962629417102), np.float64(-0.41915038671342814))","(np.float64(-0.011875100689347187), np.float64(0.0770303831504605))","(np.float64(-1.7905510498274828), np.float64(0.8207029925226441))","(np.float64(-1.811962629417102), np.float64(-0.41915038671342814))","(np.float64(-0.016402117697565336), np.float64(0.07575011587114493))","(np.float64(-1.549688094490305), np.float64(-0.07010210121252607))","(np.float64(1.3116680010513988), np.float64(0.14824750898565883))","(np.float64(0.13591078593837203), np.float64(-0.08701499654126318))","(np.float64(2.1316120303727435), np.float64(-0.12221509500697227))","(np.float64(1.7578745843571335), np.float64(-1.123955917421258))"
377,697,9/28/2022 19:37:41,20.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,Yes,1.0,R&B,5,Yes,1,Yes,1.0,128.0,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Never,0,Very frequently,3,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Sometimes,2,10.0,6.0,3.0,8.0,Improve,1.0,I understand.,2,0,0,2,0,4,0,0,0,0,2,2,0,2,7,0,3,0,"(np.float64(0.791703446463105), np.float64(0.21499118449310528))","(np.float64(1.7177044664341519), np.float64(1.5925565849115437))","(np.float64(1.8533598895103804), np.float64(-0.7015685254712091))","(np.float64(0.7917034464631053), np.float64(0.21499118449310212))","(np.float64(1.7177044664341534), np.float64(1.5925565849115375))","(np.float64(1.8533598895103804), np.float64(-0.7015685254712091))","(np.float64(0.6739073667320716), np.float64(0.26819939931991493))","(np.float64(-0.11145996153284093), np.float64(2.119190826048692))","(np.float64(-0.8783825885138894), np.float64(-1.1616739210854123))","(np.float64(-0.6626240831992066), np.float64(-0.6408821215905403))","(np.float64(-0.7860161534534809), np.float64(2.355094169254115))","(np.float64(-1.4084399084551034), np.float64(2.144347844789644))"
378,726,10/22/2022 15:20:29,13.0,Spotify,2,1.0,Yes,1.0,No,0.0,No,0.0,Video game music,3,Yes,1,No,0.0,128.0,Rarely,1,Sometimes,2,Never,0,Rarely,1,Never,0,Very frequently,3,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,Very frequently,3,Never,0,Sometimes,2,Sometimes,2,Very frequently,3,10.0,10.0,8.0,4.0,Worsen,-1.0,I understand.,2,2,7,2,3,0,0,6,4,4,6,2,0,0,5,6,1,4,"(np.float64(0.06784083243581036), np.float64(0.3782633907096394))","(np.float64(2.6191914218364087), np.float64(-0.6711671482956747))","(np.float64(2.557880241248655), np.float64(-0.5408286741789856))","(np.float64(0.06784083243581115), np.float64(0.37826339070962983))","(np.float64(2.6191914218364083), np.float64(-0.6711671482956769))","(np.float64(2.557880241248655), np.float64(-0.5408286741789856))","(np.float64(0.029526928160362405), np.float64(0.3806608559190704))","(np.float64(1.9114015493135457), np.float64(0.5589492544901904))","(np.float64(-1.3874652735676847), np.float64(-1.2213100083063848))","(np.float64(0.27600790885726567), np.float64(-0.4429250123733866))","(np.float64(-2.723568084001764), np.float64(0.6087659831901848))","(np.float64(-2.721752720652609), np.float64(1.240056288222004))"
379,210,8/28/2022 21:28:30,30.0,Spotify,2,1.0,No,0.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,129.0,Rarely,1,Never,0,Rarely,1,Rarely,1,Never,0,Rarely,1,Rarely,1,Never,0,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,4.0,2.0,1.0,3.0,Improve,1.0,I understand.,0,1,1,0,8,2,4,2,2,1,1,1,3,5,2,3,8,7,"(np.float64(-2.017548082713369), np.float64(0.2821710511640094))","(np.float64(-1.2368971361323997), np.float64(0.7434749249722099))","(np.float64(-1.4102146798543267), np.float64(-0.26687761955194744))","(np.float64(-2.0175480827133656), np.float64(0.2821710511640118))","(np.float64(-1.236897136132399), np.float64(0.74347492497221))","(np.float64(-1.4102146798543267), np.float64(-0.26687761955194744))","(np.float64(-1.7824560650558419), np.float64(0.14159024741779083))","(np.float64(-1.1890593112588133), np.float64(0.1037884597899375))","(np.float64(0.9965251805810031), np.float64(0.16840369662293872))","(np.float64(2.1797723106584512), np.float64(0.6240062369014553))","(np.float64(1.4647065851633432), np.float64(0.1050718768545546))","(np.float64(1.383951204120348), np.float64(-0.6280447179582394))"
380,495,09/01/2022 21:07,74.0,I do not use a streaming service.,6,1.0,No,0.0,No,0.0,No,0.0,Pop,10,No,0,No,0.0,129.0,Rarely,1,Very frequently,3,Never,0,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Never,0,4.0,2.0,1.0,0.0,Improve,1.0,I understand.,1,1,4,6,8,3,4,1,1,3,1,1,5,5,4,2,4,1,"(np.float64(-3.037102732651779), np.float64(-0.7363407767668358))","(np.float64(-1.6685387871376822), np.float64(-0.15936171365550986))","(np.float64(-2.5669277500160863), np.float64(2.420440170636062))","(np.float64(-3.0371027326517837), np.float64(-0.7363407767668011))","(np.float64(-1.6685387871376824), np.float64(-0.1593617136555101))","(np.float64(-2.5669277500160863), np.float64(2.420440170636062))","(np.float64(-2.5921505399036304), np.float64(-0.9409872227615879))","(np.float64(-0.8235217525597984), np.float64(-0.8621252688133056))","(np.float64(0.6227961964645452), np.float64(2.9035542139932664))","(np.float64(2.702152196077394), np.float64(3.85084980119024))","(np.float64(1.5250853329348062), np.float64(-0.7003379274050817))","(np.float64(4.671959425218697), np.float64(-0.8750527722615742))"
381,509,09/02/2022 3:32,60.0,Spotify,2,1.0,No,0.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,129.0,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Sometimes,2,Never,0,3.0,2.0,5.0,0.0,No effect,0.0,I understand.,1,2,4,6,6,3,4,1,1,3,1,4,5,4,4,3,4,1,"(np.float64(-2.7126989803986485), np.float64(-0.41226883151611227))","(np.float64(-1.2682867087826215), np.float64(-0.5977324398163124))","(np.float64(-1.9611463766190824), np.float64(2.1790551271881675))","(np.float64(-2.7126989803986508), np.float64(-0.4122688315160878))","(np.float64(-1.268286708782622), np.float64(-0.5977324398163055))","(np.float64(-1.9611463766190824), np.float64(2.1790551271881675))","(np.float64(-2.3345204797247887), np.float64(-0.5965307549772403))","(np.float64(-0.305934268137161), np.float64(-1.0662438510646393))","(np.float64(0.34064004332787196), np.float64(2.513065585936113))","(np.float64(2.621052499142974), np.float64(2.6769876788790032))","(np.float64(1.102596633265582), np.float64(-1.2805737835604787))","(np.float64(3.613699428828339), np.float64(-0.8556616043464796))"
382,566,09/04/2022 11:15,18.0,Spotify,2,4.0,Yes,1.0,No,0.0,No,0.0,R&B,5,Yes,1,Yes,1.0,129.0,Rarely,1,Rarely,1,Rarely,1,Never,0,Never,0,Very frequently,3,Sometimes,2,Never,0,Never,0,Rarely,1,Never,0,Very frequently,3,Very frequently,3,Very frequently,3,Very frequently,3,Rarely,1,6.0,4.0,1.0,6.0,Improve,1.0,I understand.,2,5,0,2,4,6,0,2,0,0,5,3,0,7,6,5,3,4,"(np.float64(0.616436065544527), np.float64(0.2930033508086116))","(np.float64(-0.03971402044051908), np.float64(1.4101008684812708))","(np.float64(0.13628806287802217), np.float64(-0.8683539418700253))","(np.float64(0.6164360655445276), np.float64(0.29300335080860673))","(np.float64(-0.03971402044051801), np.float64(1.4101008684812677))","(np.float64(0.13628806287802217), np.float64(-0.8683539418700253))","(np.float64(0.5148671524896136), np.float64(0.3336776773054086))","(np.float64(-0.9690416073545626), np.float64(1.198549239601968))","(np.float64(0.2701589717932883), np.float64(-0.8152900591025853))","(np.float64(-0.4269287985721637), np.float64(-0.5770155552340763))","(np.float64(0.6319970632363889), np.float64(1.3095798850358846))","(np.float64(0.36470241101845785), np.float64(0.7948257129476635))"
383,622,09/12/2022 13:55,16.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,Yes,1.0,Metal,13,Yes,1,Yes,1.0,129.0,Sometimes,2,Never,0,Never,0,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Very frequently,3,Sometimes,2,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,7.0,4.0,8.0,0.0,Improve,1.0,I understand.,2,2,7,2,3,0,0,1,1,0,3,2,0,0,5,0,6,6,"(np.float64(0.8842955812620107), np.float64(0.3389902845894933))","(np.float64(0.351832685244662), np.float64(-1.1231644291236347))","(np.float64(0.5657454398475045), np.float64(0.35385260476570096))","(np.float64(0.8842955812620117), np.float64(0.3389902845894873))","(np.float64(0.3518326852446612), np.float64(-1.12316442912363))","(np.float64(0.5657454398475045), np.float64(0.35385260476570096))","(np.float64(0.7449703139661593), np.float64(0.3978274384549986))","(np.float64(0.9504283892702116), np.float64(-0.8155832618534334))","(np.float64(-0.5009289123621247), np.float64(0.15297133648726255))","(np.float64(-0.6906020856750259), np.float64(-0.7545802670743381))","(np.float64(-1.1157492695793787), np.float64(-1.1952301434389276))","(np.float64(-1.3655894712070307), np.float64(-0.5589879884691077))"
384,42,8/28/2022 11:54:45,18.0,Spotify,2,5.0,Yes,1.0,Yes,1.0,No,0.0,Rock,2,Yes,1,No,0.0,130.0,Very frequently,3,Never,0,Never,0,Sometimes,2,Never,0,Sometimes,2,Sometimes,2,Rarely,1,Never,0,Sometimes,2,Very frequently,3,Sometimes,2,Rarely,1,Sometimes,2,Very frequently,3,Sometimes,2,7.0,6.0,5.0,0.0,Improve,1.0,I understand.,2,6,7,2,3,0,0,1,1,0,3,5,0,0,5,4,1,6,"(np.float64(0.8378575365238604), np.float64(0.324101408149857))","(np.float64(0.2627962205905749), np.float64(-1.0701538300536297))","(np.float64(0.45665199942140106), np.float64(0.16084307704547743))","(np.float64(0.837857536523861), np.float64(0.3241014081498525))","(np.float64(0.26279622059057434), np.float64(-1.0701538300536306))","(np.float64(0.45665199942140106), np.float64(0.16084307704547743))","(np.float64(0.7056203782664574), np.float64(0.3798312771110761))","(np.float64(0.8651762570693706), np.float64(-0.8085497486470644))","(np.float64(-0.35319469321944086), np.float64(0.011973282759097604))","(np.float64(-0.6472355763437901), np.float64(-0.7320823586268423))","(np.float64(-0.6799716915124927), np.float64(-0.6675175714297069))","(np.float64(-0.8415835514137394), np.float64(-0.4191655263036075))"
385,67,8/28/2022 13:46:03,24.0,Spotify,2,3.0,No,0.0,No,0.0,No,0.0,Rock,2,Yes,1,Yes,1.0,130.0,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Never,0,Never,0,Rarely,1,Never,0,Rarely,1,Never,0,Very frequently,3,Very frequently,3,Never,0,Never,0,Very frequently,3,Never,0,0.0,0.0,8.0,0.0,No effect,0.0,I understand.,0,2,7,0,6,2,5,1,1,1,4,1,3,4,1,1,4,2,"(np.float64(-1.4355803096585151), np.float64(0.4518480266434861))","(np.float64(-1.7840381029369585), np.float64(-0.693895857539341))","(np.float64(-1.7410961897388066), np.float64(0.8578371016128026))","(np.float64(-1.43558030965851), np.float64(0.4518480266434848))","(np.float64(-1.7840381029369599), np.float64(-0.6938958575393246))","(np.float64(-1.7410961897388066), np.float64(0.8578371016128026))","(np.float64(-1.2879910891799262), np.float64(0.35030974202571913))","(np.float64(-0.5289913521040964), np.float64(-1.3731709730247377))","(np.float64(0.74371232359355), np.float64(1.268925297471711))","(np.float64(1.9870524867627528), np.float64(0.18722123681897418))","(np.float64(1.7633792016494045), np.float64(-2.719660509937275))","(np.float64(1.6288467154631894), np.float64(-2.813415307653494))"
386,69,8/28/2022 13:55:45,41.0,Apple Music,1,3.0,Yes,1.0,Yes,1.0,Yes,1.0,Metal,13,Yes,1,Yes,1.0,130.0,Sometimes,2,Never,0,Sometimes,2,Never,0,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Rarely,1,Never,0,10.0,7.0,8.0,0.0,Improve,1.0,I understand.,1,2,7,8,3,0,1,1,1,3,3,2,2,0,5,0,6,0,"(np.float64(-0.13812373011178383), np.float64(-0.2076843851093168))","(np.float64(1.500144882274559), np.float64(-1.4774804718016228))","(np.float64(1.1302243697886447), np.float64(1.483652932930286))","(np.float64(-0.13812373011178775), np.float64(-0.20768438510930506))","(np.float64(1.5001448822745582), np.float64(-1.4774804718016237))","(np.float64(1.1302243697886447), np.float64(1.483652932930286))","(np.float64(-0.10422674064363363), np.float64(-0.21594488003829027))","(np.float64(1.8287612831751103), np.float64(-0.6223126850402524))","(np.float64(-1.3190840651723874), np.float64(0.9997003112376942))","(np.float64(0.18789038895952265), np.float64(1.1804629501145132))","(np.float64(-2.3341772988501566), np.float64(-0.6079713742757474))","(np.float64(-2.6052826999246155), np.float64(-0.3215682815444629))"
387,119,8/28/2022 16:34:03,17.0,Spotify,2,3.0,Yes,1.0,No,0.0,No,0.0,Rock,2,Yes,1,No,0.0,130.0,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Never,0,Rarely,1,Rarely,1,Rarely,1,Never,0,Very frequently,3,Sometimes,2,Very frequently,3,Very frequently,3,Sometimes,2,Very frequently,3,Sometimes,2,7.0,8.0,6.0,5.0,Improve,1.0,I understand.,2,0,0,2,0,6,0,0,4,4,6,2,0,6,7,6,3,7,"(np.float64(0.41799698803643975), np.float64(0.3478675210347806))","(np.float64(1.4950105389031614), np.float64(0.06359804678611343))","(np.float64(1.5481369979995614), np.float64(-0.2778216537420399))","(np.float64(0.4179969880364403), np.float64(0.34786752103477475))","(np.float64(1.495010538903162), np.float64(0.06359804678611373))","(np.float64(1.5481369979995614), np.float64(-0.2778216537420399))","(np.float64(0.33742479109152385), np.float64(0.37455192187773456))","(np.float64(0.7910520835154012), np.float64(0.7041859328979528))","(np.float64(-0.8600444976874686), np.float64(-0.6949452509451455))","(np.float64(-0.2009856007505547), np.float64(-0.5107785058601401))","(np.float64(-1.3958934853190987), np.float64(0.8361243765200178))","(np.float64(-1.4020909258976089), np.float64(0.802969074601103))"
388,120,8/28/2022 16:37:00,28.0,Spotify,2,0.5,No,0.0,No,0.0,No,0.0,Folk,14,Yes,1,No,0.0,130.0,Rarely,1,Sometimes,2,Never,0,Very frequently,3,Never,0,Rarely,1,Rarely,1,Never,0,Never,0,Never,0,Never,0,Sometimes,2,Never,0,Rarely,1,Very frequently,3,Rarely,1,4.0,7.0,1.0,0.0,Improve,1.0,I understand.,0,3,6,0,5,2,4,1,1,1,0,4,3,3,6,3,0,1,"(np.float64(-2.0820574023627145), np.float64(0.36002868828061924))","(np.float64(-0.7626648901018949), np.float64(-0.8218098158738625))","(np.float64(-0.9626959983461764), np.float64(-0.08679978999666367))","(np.float64(-2.082057402362711), np.float64(0.3600286882806201))","(np.float64(-0.7626648901018952), np.float64(-0.8218098158738658))","(np.float64(-0.9626959983461764), np.float64(-0.08679978999666367))","(np.float64(-1.8448468457156586), np.float64(0.2145393725649118))","(np.float64(0.12651771033540518), np.float64(-1.0398303220475527))","(np.float64(0.6411927386496988), np.float64(0.2002005104006808))","(np.float64(2.2346001810306233), np.float64(0.5429527056624958))","(np.float64(0.30331856625526754), np.float64(-1.4050405314089078))","(np.float64(0.4449409227874344), np.float64(-1.3263464734618549))"
389,127,8/28/2022 17:15:27,18.0,Spotify,2,4.0,Yes,1.0,Yes,1.0,Yes,1.0,Pop,10,Yes,1,Yes,1.0,130.0,Sometimes,2,Rarely,1,Sometimes,2,Rarely,1,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Sometimes,2,Sometimes,2,Very frequently,3,Very frequently,3,Rarely,1,Rarely,1,Very frequently,3,Very frequently,3,4.0,5.0,6.0,5.0,Improve,1.0,I understand.,2,2,0,2,2,6,0,0,0,0,6,2,0,6,1,0,1,6,"(np.float64(0.6163414139853954), np.float64(0.3244104665476501))","(np.float64(0.34669834187326437), np.float64(0.41791408946410147))","(np.float64(0.4909600418918201), np.float64(-0.03441220620990627))","(np.float64(0.6163414139853959), np.float64(0.3244104665476453))","(np.float64(0.34669834187326476), np.float64(0.41791408946410746))","(np.float64(0.4909600418918201), np.float64(-0.03441220620990627))","(np.float64(0.5123215111011749), np.float64(0.36488958278782146))","(np.float64(-0.0872808103894974), np.float64(0.5109153560847718))","(np.float64(-0.29475179187272954), np.float64(-0.17240703308262584))","(np.float64(-0.4119674798750607), np.float64(-0.6032371824668422))","(np.float64(-0.20544129011254625), np.float64(0.9243935877973356))","(np.float64(-0.5076818858031933), np.float64(0.43989970266341827))"
390,204,8/28/2022 21:11:09,44.0,Other streaming service,5,3.0,Yes,1.0,No,0.0,No,0.0,Folk,14,Yes,1,Yes,1.0,130.0,Rarely,1,Rarely,1,Rarely,1,Very frequently,3,Rarely,1,Sometimes,2,Rarely,1,Never,0,Rarely,1,Sometimes,2,Never,0,Rarely,1,Sometimes,2,Sometimes,2,Rarely,1,Sometimes,2,9.0,9.0,8.0,2.0,Improve,1.0,I understand.,1,2,7,8,3,0,1,6,4,3,3,2,2,0,5,5,8,9,"(np.float64(-0.20763881988031188), np.float64(-0.27712837337732904))","(np.float64(1.948659588822921), np.float64(-1.1549528931548252))","(np.float64(1.518439271037402), np.float64(1.6212042510494677))","(np.float64(-0.20763881988031618), np.float64(-0.277128373377315))","(np.float64(1.9486595888229206), np.float64(-1.1549528931548256))","(np.float64(1.518439271037402), np.float64(1.6212042510494677))","(np.float64(-0.15943318211052834), np.float64(-0.2897569802777933))","(np.float64(1.8623156238112561), np.float64(-0.1494167568496988))","(np.float64(-1.6196798447152747), np.float64(1.0106059833925924))","(np.float64(0.11839892129566815), np.float64(1.5225031892828522))","(np.float64(-2.3480255573834623), np.float64(-0.04725371015587928))","(np.float64(-2.7336079615847577), np.float64(0.39524743957383524))"
391,222,8/28/2022 22:04:16,18.0,Spotify,2,2.0,Yes,1.0,No,0.0,No,0.0,K pop,6,Yes,1,Yes,1.0,130.0,Rarely,1,Never,0,Sometimes,2,Never,0,Never,0,Never,0,Never,0,Very frequently,3,Never,0,Never,0,Rarely,1,Sometimes,2,Never,0,Never,0,Rarely,1,Never,0,6.0,0.0,0.0,0.0,Improve,1.0,I understand.,2,7,2,2,1,7,0,1,1,4,1,1,0,1,6,5,0,3,"(np.float64(0.17330916890846543), np.float64(0.3250285833432363))","(np.float64(-1.7781584479025148), np.float64(0.2403826863196288))","(np.float64(-1.6754153834757366), np.float64(-0.8954963308983055))","(np.float64(0.17330916890846557), np.float64(0.32502858334323087))","(np.float64(-1.7781584479025148), np.float64(0.24038268631962578))","(np.float64(-1.6754153834757366), np.float64(-0.8954963308983055))","(np.float64(0.12572377677060967), np.float64(0.3350061941413123))","(np.float64(-1.153087366059003), np.float64(-0.565075663517098))","(np.float64(1.420999038281664), np.float64(-0.3168162933237826))","(np.float64(0.022567709200184957), np.float64(-0.38750038588247376))","(np.float64(2.108857135592182), np.float64(0.01188981732998425))","(np.float64(1.6301625341192765), np.float64(-1.1912474785946496))"
